Nome,Empresa,Numero,Email
"Sócio-Diretor Titular","TransAtlantic São Paulo 15 S/A","","sócio-diretor.titular@transatlanticsopaulo15sa.com.br"
"Sócio-Diretor Titular","Meridional Comex Campinas 15 S/A","","sócio-diretor.titular@meridionalcomexcampinas15sa.com.br"
"Sócio-Diretor Titular","Apex Export Ribeirão Preto 15 S/A","","sócio-diretor.titular@apexexportribeiropreto15sa.com.br"
"Sócio-Diretor Titular","Pangea Commodities Paranaguá 15 S/A","","sócio-diretor.titular@pangeacommoditiesparanagu15sa.com.br"
"Sócio-Diretor Titular","Vanguard Exportadora Curitiba 15 S/A","","sócio-diretor.titular@vanguardexportadoracuritiba15sa.com.br"
"Sócio-Diretor Titular","Prime Comex Maringá 15 S/A","","sócio-diretor.titular@primecomexmaring15sa.com.br"
"Sócio-Diretor Titular","Horizonte Commodities Londrina 15 S/A","","sócio-diretor.titular@horizontecommoditieslondrina15sa.com.br"
"Sócio-Diretor Titular","Terra Brasilis Trade Cascavel 15 S/A","","sócio-diretor.titular@terrabrasilistradecascavel15sa.com.br"
"Sócio-Diretor Titular","Continental Grain Itajaí 15 S/A","","sócio-diretor.titular@continentalgrainitaja15sa.com.br"
"Sócio-Diretor Titular","Cerealista Export Joinville 15 S/A","","sócio-diretor.titular@cerealistaexportjoinville15sa.com.br"
"Sócio-Diretor Titular","BioAgro Trading Chapecó 15 S/A","","sócio-diretor.titular@bioagrotradingchapec15sa.com.br"
"Sócio-Diretor Titular","Atlas Exportadora Rio Grande 15 S/A","","sócio-diretor.titular@atlasexportadorariogrande15sa.com.br"
"Sócio-Diretor Titular","Nova Safra Comex Porto Alegre 15 S/A","","sócio-diretor.titular@novasafracomexportoalegre15sa.com.br"
"Sócio-Diretor Titular","InterImport Itajaí 1 Ltda.","","sócio-diretor.titular@interimportitaja1ltda.com.br"
"Sócio-Diretor Titular","Global Tech Import Navegantes 1 Ltda.","","sócio-diretor.titular@globaltechimportnavegantes1ltda.com.br"
"Sócio-Diretor Titular","Alfa Importadora Joinville 1 Ltda.","","sócio-diretor.titular@alfaimportadorajoinville1ltda.com.br"
"Sócio-Diretor Titular","Pacific Trading Florianópolis 1 Ltda.","","sócio-diretor.titular@pacifictradingflorianpolis1ltda.com.br"
"Sócio-Diretor Titular","Sul América Import São Paulo 1 Ltda.","","sócio-diretor.titular@sulamricaimportsopaulo1ltda.com.br"
"Sócio-Diretor Titular","Mega Comex Barueri 1 Ltda.","","sócio-diretor.titular@megacomexbarueri1ltda.com.br"
"Sócio-Diretor Titular","Direct Import Santos 1 Ltda.","","sócio-diretor.titular@directimportsantos1ltda.com.br"
"Sócio-Diretor Titular","Omni Trade Campinas 1 Ltda.","","sócio-diretor.titular@omnitradecampinas1ltda.com.br"
"Sócio-Diretor Titular","Vector Importadora São José dos Campos 1 Ltda.","","sócio-diretor.titular@vectorimportadorasojosdoscampos1ltda.com.br"
"Sócio-Diretor Titular","Titan Comex Curitiba 1 Ltda.","","sócio-diretor.titular@titancomexcuritiba1ltda.com.br"
"Sócio-Diretor Titular","Lumina Import São José dos Pinhais 1 Ltda.","","sócio-diretor.titular@luminaimportsojosdospinhais1ltda.com.br"
"Sócio-Diretor Titular","Boreal Importadora Paranaguá 1 Ltda.","","sócio-diretor.titular@borealimportadoraparanagu1ltda.com.br"
"Sócio-Diretor Titular","Delta Trading Vitória 1 Ltda.","","sócio-diretor.titular@deltatradingvitria1ltda.com.br"
"Sócio-Diretor Titular","Nexus Comércio Exterior Vila Velha 1 Ltda.","","sócio-diretor.titular@nexuscomrcioexteriorvilavelha1ltda.com.br"
"Sócio-Diretor Titular","EuroBrasil Import Serra 1 Ltda.","","sócio-diretor.titular@eurobrasilimportserra1ltda.com.br"
"Sócio-Diretor Titular","AsiaPacific Trade Porto Alegre 1 Ltda.","","sócio-diretor.titular@asiapacifictradeportoalegre1ltda.com.br"
"Sócio-Diretor Titular","Vision Importadora Novo Hamburgo 1 Ltda.","","sócio-diretor.titular@visionimportadoranovohamburgo1ltda.com.br"
"Sócio-Diretor Titular","Zenith Comex Caxias do Sul 1 Ltda.","","sócio-diretor.titular@zenithcomexcaxiasdosul1ltda.com.br"
"Sócio-Diretor Titular","Quantum Import Belo Horizonte 1 Ltda.","","sócio-diretor.titular@quantumimportbelohorizonte1ltda.com.br"
"Sócio-Diretor Titular","Master Trade Import Contagem 1 Ltda.","","sócio-diretor.titular@mastertradeimportcontagem1ltda.com.br"
"Sócio-Diretor Titular","InterImport Pouso Alegre 2 Ltda.","","sócio-diretor.titular@interimportpousoalegre2ltda.com.br"
"Sócio-Diretor Titular","Global Tech Import Anápolis 2 Ltda.","","sócio-diretor.titular@globaltechimportanpolis2ltda.com.br"
"Sócio-Diretor Titular","Alfa Importadora Aparecida de Goiânia 2 Ltda.","","sócio-diretor.titular@alfaimportadoraaparecidadegoinia2ltda.com.br"
"Sócio-Diretor Titular","Pacific Trading Salvador 2 Ltda.","","sócio-diretor.titular@pacifictradingsalvador2ltda.com.br"
"Sócio-Diretor Titular","Sul América Import Camaçari 2 Ltda.","","sócio-diretor.titular@sulamricaimportcamaari2ltda.com.br"
"Sócio-Diretor Titular","Mega Comex Manaus 2 Ltda.","","sócio-diretor.titular@megacomexmanaus2ltda.com.br"
"Sócio-Diretor Titular","Direct Import Itajaí 2 Ltda.","","sócio-diretor.titular@directimportitaja2ltda.com.br"
"Sócio-Diretor Titular","Omni Trade Navegantes 2 Ltda.","","sócio-diretor.titular@omnitradenavegantes2ltda.com.br"
"Sócio-Diretor Titular","Vector Importadora Joinville 2 Ltda.","","sócio-diretor.titular@vectorimportadorajoinville2ltda.com.br"
"Sócio-Diretor Titular","Titan Comex Florianópolis 2 Ltda.","","sócio-diretor.titular@titancomexflorianpolis2ltda.com.br"
"Sócio-Diretor Titular","Lumina Import São Paulo 2 Ltda.","","sócio-diretor.titular@luminaimportsopaulo2ltda.com.br"
"Sócio-Diretor Titular","Boreal Importadora Barueri 2 Ltda.","","sócio-diretor.titular@borealimportadorabarueri2ltda.com.br"
"Sócio-Diretor Titular","Delta Trading Santos 2 Ltda.","","sócio-diretor.titular@deltatradingsantos2ltda.com.br"
"Sócio-Diretor Titular","Nexus Comércio Exterior Campinas 2 Ltda.","","sócio-diretor.titular@nexuscomrcioexteriorcampinas2ltda.com.br"
"Sócio-Diretor Titular","EuroBrasil Import São José dos Campos 2 Ltda.","","sócio-diretor.titular@eurobrasilimportsojosdoscampos2ltda.com.br"
"Sócio-Diretor Titular","AsiaPacific Trade Curitiba 2 Ltda.","","sócio-diretor.titular@asiapacifictradecuritiba2ltda.com.br"
"Sócio-Diretor Titular","Vision Importadora São José dos Pinhais 2 Ltda.","","sócio-diretor.titular@visionimportadorasojosdospinhais2ltda.com.br"
"Sócio-Diretor Titular","Zenith Comex Paranaguá 2 Ltda.","","sócio-diretor.titular@zenithcomexparanagu2ltda.com.br"
"Sócio-Diretor Titular","Quantum Import Vitória 2 Ltda.","","sócio-diretor.titular@quantumimportvitria2ltda.com.br"
"Sócio-Diretor Titular","Master Trade Import Vila Velha 2 Ltda.","","sócio-diretor.titular@mastertradeimportvilavelha2ltda.com.br"
"Sócio-Diretor Titular","InterImport Serra 3 Ltda.","","sócio-diretor.titular@interimportserra3ltda.com.br"
"Sócio-Diretor Titular","Global Tech Import Porto Alegre 3 Ltda.","","sócio-diretor.titular@globaltechimportportoalegre3ltda.com.br"
"Sócio-Diretor Titular","Alfa Importadora Novo Hamburgo 3 Ltda.","","sócio-diretor.titular@alfaimportadoranovohamburgo3ltda.com.br"
"Sócio-Diretor Titular","Pacific Trading Caxias do Sul 3 Ltda.","","sócio-diretor.titular@pacifictradingcaxiasdosul3ltda.com.br"
"Sócio-Diretor Titular","Sul América Import Belo Horizonte 3 Ltda.","","sócio-diretor.titular@sulamricaimportbelohorizonte3ltda.com.br"
"Sócio-Diretor Titular","Mega Comex Contagem 3 Ltda.","","sócio-diretor.titular@megacomexcontagem3ltda.com.br"
"Sócio-Diretor Titular","Direct Import Pouso Alegre 3 Ltda.","","sócio-diretor.titular@directimportpousoalegre3ltda.com.br"
"Sócio-Diretor Titular","Omni Trade Anápolis 3 Ltda.","","sócio-diretor.titular@omnitradeanpolis3ltda.com.br"
"Sócio-Diretor Titular","Vector Importadora Aparecida de Goiânia 3 Ltda.","","sócio-diretor.titular@vectorimportadoraaparecidadegoinia3ltda.com.br"
"Sócio-Diretor Titular","Titan Comex Salvador 3 Ltda.","","sócio-diretor.titular@titancomexsalvador3ltda.com.br"
"Sócio-Diretor Titular","Lumina Import Camaçari 3 Ltda.","","sócio-diretor.titular@luminaimportcamaari3ltda.com.br"
"Sócio-Diretor Titular","Boreal Importadora Manaus 3 Ltda.","","sócio-diretor.titular@borealimportadoramanaus3ltda.com.br"
"Sócio-Diretor Titular","Delta Trading Itajaí 3 Ltda.","","sócio-diretor.titular@deltatradingitaja3ltda.com.br"
"Sócio-Diretor Titular","Nexus Comércio Exterior Navegantes 3 Ltda.","","sócio-diretor.titular@nexuscomrcioexteriornavegantes3ltda.com.br"
"Sócio-Diretor Titular","EuroBrasil Import Joinville 3 Ltda.","","sócio-diretor.titular@eurobrasilimportjoinville3ltda.com.br"
"Sócio-Diretor Titular","AsiaPacific Trade Florianópolis 3 Ltda.","","sócio-diretor.titular@asiapacifictradeflorianpolis3ltda.com.br"
"Sócio-Diretor Titular","Vision Importadora São Paulo 3 Ltda.","","sócio-diretor.titular@visionimportadorasopaulo3ltda.com.br"
"Sócio-Diretor Titular","Zenith Comex Barueri 3 Ltda.","","sócio-diretor.titular@zenithcomexbarueri3ltda.com.br"
"Sócio-Diretor Titular","Quantum Import Santos 3 Ltda.","","sócio-diretor.titular@quantumimportsantos3ltda.com.br"
"Sócio-Diretor Titular","Master Trade Import Campinas 3 Ltda.","","sócio-diretor.titular@mastertradeimportcampinas3ltda.com.br"
"Sócio-Diretor Titular","InterImport São José dos Campos 4 Ltda.","","sócio-diretor.titular@interimportsojosdoscampos4ltda.com.br"
"Sócio-Diretor Titular","Global Tech Import Curitiba 4 Ltda.","","sócio-diretor.titular@globaltechimportcuritiba4ltda.com.br"
"Sócio-Diretor Titular","Alfa Importadora São José dos Pinhais 4 Ltda.","","sócio-diretor.titular@alfaimportadorasojosdospinhais4ltda.com.br"
"Sócio-Diretor Titular","Pacific Trading Paranaguá 4 Ltda.","","sócio-diretor.titular@pacifictradingparanagu4ltda.com.br"
"Sócio-Diretor Titular","Sul América Import Vitória 4 Ltda.","","sócio-diretor.titular@sulamricaimportvitria4ltda.com.br"
"Sócio-Diretor Titular","Mega Comex Vila Velha 4 Ltda.","","sócio-diretor.titular@megacomexvilavelha4ltda.com.br"
"Sócio-Diretor Titular","Direct Import Serra 4 Ltda.","","sócio-diretor.titular@directimportserra4ltda.com.br"
"Sócio-Diretor Titular","Omni Trade Porto Alegre 4 Ltda.","","sócio-diretor.titular@omnitradeportoalegre4ltda.com.br"
"Sócio-Diretor Titular","Vector Importadora Novo Hamburgo 4 Ltda.","","sócio-diretor.titular@vectorimportadoranovohamburgo4ltda.com.br"
"Sócio-Diretor Titular","Titan Comex Caxias do Sul 4 Ltda.","","sócio-diretor.titular@titancomexcaxiasdosul4ltda.com.br"
"Sócio-Diretor Titular","Lumina Import Belo Horizonte 4 Ltda.","","sócio-diretor.titular@luminaimportbelohorizonte4ltda.com.br"
"Sócio-Diretor Titular","Boreal Importadora Contagem 4 Ltda.","","sócio-diretor.titular@borealimportadoracontagem4ltda.com.br"
"Sócio-Diretor Titular","Delta Trading Pouso Alegre 4 Ltda.","","sócio-diretor.titular@deltatradingpousoalegre4ltda.com.br"
"Sócio-Diretor Titular","Nexus Comércio Exterior Anápolis 4 Ltda.","","sócio-diretor.titular@nexuscomrcioexterioranpolis4ltda.com.br"
"Sócio-Diretor Titular","EuroBrasil Import Aparecida de Goiânia 4 Ltda.","","sócio-diretor.titular@eurobrasilimportaparecidadegoinia4ltda.com.br"
"Sócio-Diretor Titular","AsiaPacific Trade Salvador 4 Ltda.","","sócio-diretor.titular@asiapacifictradesalvador4ltda.com.br"
"Sócio-Diretor Titular","Vision Importadora Camaçari 4 Ltda.","","sócio-diretor.titular@visionimportadoracamaari4ltda.com.br"
"Sócio-Diretor Titular","Zenith Comex Manaus 4 Ltda.","","sócio-diretor.titular@zenithcomexmanaus4ltda.com.br"
"Sócio-Diretor Titular","Quantum Import Itajaí 4 Ltda.","","sócio-diretor.titular@quantumimportitaja4ltda.com.br"
"Sócio-Diretor Titular","Master Trade Import Navegantes 4 Ltda.","","sócio-diretor.titular@mastertradeimportnavegantes4ltda.com.br"
"Sócio-Diretor Titular","InterImport Joinville 5 Ltda.","","sócio-diretor.titular@interimportjoinville5ltda.com.br"
"Sócio-Diretor Titular","Global Tech Import Florianópolis 5 Ltda.","","sócio-diretor.titular@globaltechimportflorianpolis5ltda.com.br"
"Sócio-Diretor Titular","Alfa Importadora São Paulo 5 Ltda.","","sócio-diretor.titular@alfaimportadorasopaulo5ltda.com.br"
"Sócio-Diretor Titular","Pacific Trading Barueri 5 Ltda.","","sócio-diretor.titular@pacifictradingbarueri5ltda.com.br"
"Sócio-Diretor Titular","Sul América Import Santos 5 Ltda.","","sócio-diretor.titular@sulamricaimportsantos5ltda.com.br"
"Sócio-Diretor Titular","Mega Comex Campinas 5 Ltda.","","sócio-diretor.titular@megacomexcampinas5ltda.com.br"
"Sócio-Diretor Titular","Direct Import São José dos Campos 5 Ltda.","","sócio-diretor.titular@directimportsojosdoscampos5ltda.com.br"
"Sócio-Diretor Titular","Omni Trade Curitiba 5 Ltda.","","sócio-diretor.titular@omnitradecuritiba5ltda.com.br"
"Sócio-Diretor Titular","Vector Importadora São José dos Pinhais 5 Ltda.","","sócio-diretor.titular@vectorimportadorasojosdospinhais5ltda.com.br"
"Sócio-Diretor Titular","Titan Comex Paranaguá 5 Ltda.","","sócio-diretor.titular@titancomexparanagu5ltda.com.br"
"Sócio-Diretor Titular","Lumina Import Vitória 5 Ltda.","","sócio-diretor.titular@luminaimportvitria5ltda.com.br"
"Sócio-Diretor Titular","Boreal Importadora Vila Velha 5 Ltda.","","sócio-diretor.titular@borealimportadoravilavelha5ltda.com.br"
"Sócio-Diretor Titular","Delta Trading Serra 5 Ltda.","","sócio-diretor.titular@deltatradingserra5ltda.com.br"
"Sócio-Diretor Titular","Nexus Comércio Exterior Porto Alegre 5 Ltda.","","sócio-diretor.titular@nexuscomrcioexteriorportoalegre5ltda.com.br"
"Sócio-Diretor Titular","EuroBrasil Import Novo Hamburgo 5 Ltda.","","sócio-diretor.titular@eurobrasilimportnovohamburgo5ltda.com.br"
"Sócio-Diretor Titular","AsiaPacific Trade Caxias do Sul 5 Ltda.","","sócio-diretor.titular@asiapacifictradecaxiasdosul5ltda.com.br"
"Sócio-Diretor Titular","Vision Importadora Belo Horizonte 5 Ltda.","","sócio-diretor.titular@visionimportadorabelohorizonte5ltda.com.br"
"Sócio-Diretor Titular","Zenith Comex Contagem 5 Ltda.","","sócio-diretor.titular@zenithcomexcontagem5ltda.com.br"
"Sócio-Diretor Titular","Quantum Import Pouso Alegre 5 Ltda.","","sócio-diretor.titular@quantumimportpousoalegre5ltda.com.br"
"Sócio-Diretor Titular","Master Trade Import Anápolis 5 Ltda.","","sócio-diretor.titular@mastertradeimportanpolis5ltda.com.br"
"Sócio-Diretor Titular","InterImport Aparecida de Goiânia 6 Ltda.","","sócio-diretor.titular@interimportaparecidadegoinia6ltda.com.br"
"Sócio-Diretor Titular","Global Tech Import Salvador 6 Ltda.","","sócio-diretor.titular@globaltechimportsalvador6ltda.com.br"
"Sócio-Diretor Titular","Alfa Importadora Camaçari 6 Ltda.","","sócio-diretor.titular@alfaimportadoracamaari6ltda.com.br"
"Sócio-Diretor Titular","Pacific Trading Manaus 6 Ltda.","","sócio-diretor.titular@pacifictradingmanaus6ltda.com.br"
"Sócio-Diretor Titular","Sul América Import Itajaí 6 Ltda.","","sócio-diretor.titular@sulamricaimportitaja6ltda.com.br"
"Sócio-Diretor Titular","Mega Comex Navegantes 6 Ltda.","","sócio-diretor.titular@megacomexnavegantes6ltda.com.br"
"Sócio-Diretor Titular","Direct Import Joinville 6 Ltda.","","sócio-diretor.titular@directimportjoinville6ltda.com.br"
"Sócio-Diretor Titular","Omni Trade Florianópolis 6 Ltda.","","sócio-diretor.titular@omnitradeflorianpolis6ltda.com.br"
"Sócio-Diretor Titular","Vector Importadora São Paulo 6 Ltda.","","sócio-diretor.titular@vectorimportadorasopaulo6ltda.com.br"
"Sócio-Diretor Titular","Titan Comex Barueri 6 Ltda.","","sócio-diretor.titular@titancomexbarueri6ltda.com.br"
"Sócio-Diretor Titular","Lumina Import Santos 6 Ltda.","","sócio-diretor.titular@luminaimportsantos6ltda.com.br"
"Sócio-Diretor Titular","Boreal Importadora Campinas 6 Ltda.","","sócio-diretor.titular@borealimportadoracampinas6ltda.com.br"
"Sócio-Diretor Titular","Delta Trading São José dos Campos 6 Ltda.","","sócio-diretor.titular@deltatradingsojosdoscampos6ltda.com.br"
"Sócio-Diretor Titular","Nexus Comércio Exterior Curitiba 6 Ltda.","","sócio-diretor.titular@nexuscomrcioexteriorcuritiba6ltda.com.br"
"Sócio-Diretor Titular","EuroBrasil Import São José dos Pinhais 6 Ltda.","","sócio-diretor.titular@eurobrasilimportsojosdospinhais6ltda.com.br"
"Sócio-Diretor Titular","AsiaPacific Trade Paranaguá 6 Ltda.","","sócio-diretor.titular@asiapacifictradeparanagu6ltda.com.br"
"Sócio-Diretor Titular","Vision Importadora Vitória 6 Ltda.","","sócio-diretor.titular@visionimportadoravitria6ltda.com.br"
"Sócio-Diretor Titular","Zenith Comex Vila Velha 6 Ltda.","","sócio-diretor.titular@zenithcomexvilavelha6ltda.com.br"
"Sócio-Diretor Titular","Quantum Import Serra 6 Ltda.","","sócio-diretor.titular@quantumimportserra6ltda.com.br"
"Sócio-Diretor Titular","Master Trade Import Porto Alegre 6 Ltda.","","sócio-diretor.titular@mastertradeimportportoalegre6ltda.com.br"
"Sócio-Diretor Titular","InterImport Novo Hamburgo 7 Ltda.","","sócio-diretor.titular@interimportnovohamburgo7ltda.com.br"
"Sócio-Diretor Titular","Global Tech Import Caxias do Sul 7 Ltda.","","sócio-diretor.titular@globaltechimportcaxiasdosul7ltda.com.br"
"Sócio-Diretor Titular","Alfa Importadora Belo Horizonte 7 Ltda.","","sócio-diretor.titular@alfaimportadorabelohorizonte7ltda.com.br"
"Sócio-Diretor Titular","Pacific Trading Contagem 7 Ltda.","","sócio-diretor.titular@pacifictradingcontagem7ltda.com.br"
"Sócio-Diretor Titular","Sul América Import Pouso Alegre 7 Ltda.","","sócio-diretor.titular@sulamricaimportpousoalegre7ltda.com.br"
"Sócio-Diretor Titular","Mega Comex Anápolis 7 Ltda.","","sócio-diretor.titular@megacomexanpolis7ltda.com.br"
"Sócio-Diretor Titular","Direct Import Aparecida de Goiânia 7 Ltda.","","sócio-diretor.titular@directimportaparecidadegoinia7ltda.com.br"
"Sócio-Diretor Titular","Omni Trade Salvador 7 Ltda.","","sócio-diretor.titular@omnitradesalvador7ltda.com.br"
"Sócio-Diretor Titular","Vector Importadora Camaçari 7 Ltda.","","sócio-diretor.titular@vectorimportadoracamaari7ltda.com.br"
"Sócio-Diretor Titular","Titan Comex Manaus 7 Ltda.","","sócio-diretor.titular@titancomexmanaus7ltda.com.br"
"Sócio-Diretor Titular","Lumina Import Itajaí 7 Ltda.","","sócio-diretor.titular@luminaimportitaja7ltda.com.br"
"Sócio-Diretor Titular","Boreal Importadora Navegantes 7 Ltda.","","sócio-diretor.titular@borealimportadoranavegantes7ltda.com.br"
"Sócio-Diretor Titular","Delta Trading Joinville 7 Ltda.","","sócio-diretor.titular@deltatradingjoinville7ltda.com.br"
"Sócio-Diretor Titular","Nexus Comércio Exterior Florianópolis 7 Ltda.","","sócio-diretor.titular@nexuscomrcioexteriorflorianpolis7ltda.com.br"
